BMI;Gewicht;KH
23,915;61,3;160,1
21,74;58,544;164,1
22,954;50,961;149
35,54;78,797;148,9
31,508;83,715;163
21,071;57,994;165,9
23,299;63,278;164,8
21,123;54,956;161,3
22,607;60,805;164
38,924;95,577;156,7
13,945;30,669;148,3
31,582;99,055;177,1
29,984;74,947;158,1
22,184;54,682;157
20,098;46,679;152,4
19,791;49,22;157,7
16,258;35,612;148
24,444;71,225;170,7
14,569;39,568;164,8
28,073;70,082;158
30,24;72,651;155
20,958;52,65;158,5
26,971;78,131;170,2
17,451;41,602;154,4
17,493;41,918;154,8
16,13;43,648;164,5
24,956;64,849;161,2
24,296;59,052;155,9
23,065;60,907;162,5
32,53;100,537;175,8
24,167;56,646;153,1
17,864;52,052;170,7
25,201;73,518;170,8
19,099;33,733;132,9
21,624;56,89;162,2
20,124;51,197;159,5
25,895;61,093;153,6
21,754;51,659;154,1
33,056;95,981;170,4
44,929;118,204;162,2
47,287;135,695;169,4
32,763;80,656;156,9
39,91;97,873;156,6
19,968;48,098;155,2
23,899;59,511;157,8
21,252;52,65;157,4
23,187;61,757;163,2
28,467;70,169;157
32,588;80,735;157,4
34,34;89,011;161
43,965;96,692;148,3
40,348;95,69;154
19,054;47,627;158,1
22,15;63,264;169
25,735;70,404;165,4
19,069;49,001;160,3
28,314;73,85;161,5
24,513;65,289;163,2
36,385;109,022;173,1
32,418;80,929;158
41,185;103,597;158,6
23,693;59,823;158,9
35,637;101,902;169,1
25,144;66,397;162,5
21,605;51,505;154,4
24,953;55,995;149,8
33,934;87,852;160,9
30,539;77,4;159,2
21,258;43,106;142,4
24,777;70,597;168,8
25,303;63,807;158,8
20,528;54,14;162,4
15,905;39,806;158,2
21,392;59,445;166,7
17,079;39,304;151,7
18,99;53,916;168,5
27,961;69,097;157,2
25,265;68,618;164,8
17,13;42,386;157,3
21,088;49,042;152,5
22,336;59,783;163,6
22,389;48,379;147
26,185;72,505;166,4
20,95;60,688;170,2
18,097;53,538;172
53,882;154,986;169,6
41,733;132,971;178,5
40,235;103,002;160
21,908;48,833;149,3
18,654;49,685;163,2
19,655;55,805;168,5
21,188;56,917;163,9
38,344;90,348;153,5
37,675;93,338;157,4
22,912;71,781;177
40,007;114,128;168,9
17,196;41,367;155,1
20,273;55,931;166,1
28,605;77,029;164,1
25,642;65,644;160
25,989;84,391;180,2
20,383;54,022;162,8
29,082;73,616;159,1
18,676;41,296;148,7
17,387;50,427;170,3
19,016;48,317;159,4
19,595;47,199;155,2
23,988;55,203;151,7
25,314;55,672;148,3
29,217;62,024;145,7
30,531;88,754;170,5
50,096;134,739;164
29,377;75,488;160,3
23,955;67,53;167,9
17,945;47,854;163,3
26,833;60,777;150,5
29,005;70,858;156,3
21,386;63,563;172,4
22,856;59,466;161,3
31,972;87,361;165,3
48,129;129,291;163,9
25,302;64,854;160,1
19,224;54,321;168,1
28,464;74,978;162,3
29,822;86,184;170
26,202;64,092;156,4
27,405;66,522;155,8
17,061;46,166;164,5
20,351;50,036;156,8
24,512;53,983;148,4
39,614;109,554;166,3
17,827;45,866;160,4
16,501;31,608;138,4
26,455;74,135;167,4
22,717;66,272;170,8
21,776;55,816;160,1
19,05;42,633;149,6
24,163;59,559;157
29,565;59,363;141,7
17,84;32,9;135,8
14,93;27,9;136,7
27,218;63,3;152,5
25,449;67,2;162,5
23,823;60;158,7
25,234;73,7;170,9
30,012;77,6;160,8
31,13;88,7;168,8
30,089;67,7;150
28,862;78,1;164,5
25,779;65,5;159,4
20,061;53,3;163
30,71;74,929;156,2
20,557;52,1;159,2
34,506;82,9;155
29,883;74,6;158
39,235;108,9;166,6
16,904;59,3;187,3
36,701;102,6;167,2
29,507;76,2;160,7
28,872;92,2;178,7
29,398;78,3;163,2
31,245;82;162
30,184;79,9;162,7
20,394;56,4;166,3
22,606;54,1;154,7
41,228;102,4;157,6
42,968;111,1;160,8
24,018;63,5;162,6
37,272;116,9;177,1
22,068;52,2;153,8
26,82;66,7;157,7
27,917;71,2;159,7
22,552;53;153,3
24,183;60,6;158,3
20,816;60,3;170,2
21,002;49,1;152,9
20,601;53,2;160,7
20,358;50,5;157,5
22,193;60,2;164,7
43,23;133,3;175,6
38,464;107,4;167,1
23,909;67,4;167,9
27,042;63,8;153,6
25,26;58,9;152,7
23,92;64,1;163,7
14,511;20;117,4
34,246;85,6;158,1
38,916;100;160,3
19,185;50,1;161,6
38,925;99,4;159,8
35,24;93,4;162,8
27,541;65,4;154,1
40,34;92,1;151,1
19,571;51,3;161,9
16,516;22,3;116,2
28,524;68;154,4
29,064;77,6;163,4
28,781;82,2;169
29,737;76,7;160,6
30,622;73;154,4
34,653;88,6;159,9
29,254;76,3;161,5
26,259;69;162,1
39,51;94,8;154,9
51,311;135,659;162,6
41,356;119,8;170,2
47,713;129,9;165
44,123;121;165,6
30,114;78,059;161
23,653;56,9;155,1
33,532;78,7;153,2
23,386;52,9;150,4
45,938;134,8;171,3
25,605;71,752;167,4
14,934;41,7;167,1
32,005;76,1;154,2
14,078;18,2;113,7
36,443;97,3;163,4
23,074;58,7;159,5
35,913;94,6;162,3
21,164;56,3;163,1
19,21;49,3;160,2
17,776;36,4;143,1
26,997;60,5;149,7
39,897;120,1;173,5
19,17;33,2;131,6
36,402;103,6;168,7
30,442;84,9;167
21,719;64,702;172,6
25,964;72,759;167,4
26,871;64,89;155,4
27,388;70,376;160,3
18,995;51,589;164,8
28,594;82,443;169,8
21,242;57,063;163,9
30,95;83,957;164,7
21,51;53,156;157,2
20,184;52,906;161,9
24,573;72,106;171,3
25,324;80,688;178,5
24,207;61,199;159
26,203;90,261;185,6
36,993;96,726;161,7
25,467;64,221;158,8
22,047;51,677;153,1
36,208;104,026;169,5
17,588;25,032;119,3
29,828;81,799;165,6
16,321;32,081;140,2
43,195;119,46;166,3
32,822;99,6;174,2
17,66;45,096;159,8
38,551;103,814;164,1
15,827;29,101;135,6
20,596;51,612;158,3
18,847;51,871;165,9
25,977;70,293;164,5
29,194;80,835;166,4
30,382;79,047;161,3
21,387;61,953;170,2
18,41;46,483;158,9
20,426;58,2;168,8
21,341;56,494;162,7
19,738;58,8;172,6
29,22;79,262;164,7
25,072;64,668;160,6
23,206;69,131;172,6
24,164;62,792;161,2
23,369;64,629;166,3
24,963;63,666;159,7
15,916;20,36;113,1
25,312;72,809;169,6
24,623;71,579;170,5
24,249;67,952;167,4
40,161;93,4;152,5
23,112;63;165,1
22,726;65,6;169,9
21,9;53,5;156,3
29,721;81,9;166
21,075;28,8;116,9
32,7;80,5;156,9
31,363;90;169,4
25,761;74,1;169,6
38,236;115,1;173,5
29,677;71,3;155
29,179;76,2;161,6
30,275;73,3;155,6
24,831;70,5;168,5
27,455;78,6;169,2
43,259;106,9;157,2
23,828;61;160
24,951;67,6;164,6
22,817;62,8;165,9
29,416;79,6;164,5
21,266;58,6;166
18,799;40,9;147,5
22,361;55,4;157,4
27,329;61,9;150,5
23,782;60,2;159,1
47,547;123,4;161,1
27,412;81;171,9
24,685;62,8;159,5
40,13;99,8;157,7
22,376;67,9;174,2
25,332;66,4;161,9
19,776;43,2;147,8
27,93;77,8;166,9
40,244;94,7;153,4
21,978;61;166,6
28,285;69,1;156,3
28,792;73,8;160,1
30,442;84,9;167
26,705;73,5;165,9
24,722;68,7;166,7
32,266;92,7;169,5
24,209;56,3;152,5
38,928;95,1;156,3
33,946;82,4;155,8
22,093;66,2;173,1
28,658;78,4;165,4
25,967;68,4;162,3
50,61;117,7;152,5
34,446;99,9;170,3
27,746;72,1;161,2
25,337;74;170,9
21,368;57,4;163,9
19,695;48,3;156,6
30,501;89,5;171,3
38,095;116,8;175,1
14,483;26,2;134,5
22,823;57,7;159
26,95;80,1;172,4
22,33;60,5;164,6
26,254;70,7;164,1
27,215;71,6;162,2
25,35;66,2;161,6
33,642;85,8;159,7
28,761;80,5;167,3
26,714;79,4;172,4
31,783;69,9;148,3
37,206;102,4;165,9
21,219;58,4;165,9
55,18;139,5;159
29,754;75,6;159,4
34,68;85,7;157,2
27,224;75,2;166,2
22,435;59,9;163,4
30,368;79,6;161,9
24,955;67,2;164,1
34,387;89,8;161,6
17,821;49,7;167
23,388;71,3;174,6
25,781;71,9;167
22,131;69,1;176,7
21,701;55;159,2
19,599;53,1;164,6
20,225;57,9;169,2
23,171;70,8;174,8
30,046;77,4;160,5
19,819;51,5;161,2
26,887;74;165,9
21,057;52,7;158,2
27,188;71;161,6
23,392;66,1;168,1
20,317;49;155,3
28,757;83,5;170,4
21,885;59,8;165,3
23,983;69,8;170,6
20,995;62,4;172,4
14,737;24,6;129,2
14,318;19,7;117,3
28,755;76,4;163
22,471;58,9;161,9
25,757;62,2;155,4
23,64;70,1;172,2
21,075;57,1;164,6
26,693;76,6;169,4
24,169;72;172,6
25,703;70,4;165,5
33,66;79;153,2
27,567;66,4;155,2
42,335;109,6;160,9
41,56;114,8;166,2
44,873;113,3;158,9
30,927;84,3;165,1
20,547;55,6;164,5
41,124;109,8;163,4
21,001;51,7;156,9
25,151;72,6;169,9
33,244;96,3;170,2
19,305;37,3;139
30,85;74,404;155,3
50,127;123,4;156,9
29,682;77,8;161,9
25,103;67,6;164,1
36,258;89,6;157,2
25,89;65,7;159,3
30,219;65,3;147
29,088;74,28;159,8
23,338;59;159
30,247;86,9;169,5
25,575;63,2;157,2
31,846;86,7;165
18,45;49,2;163,3
18,395;47,8;161,2
27;86,8;179,3
30,808;67,3;147,8
22,844;51,4;150
36,127;111,4;175,6
28,641;79,4;166,5
29,654;82,8;167,1
23,42;66,1;168
22,127;57;160,5
25,28;66,1;161,7
20,601;50,2;156,1
22,198;60,8;165,5
37,487;103,3;166
28,999;80,2;166,3
27,522;75,2;165,3
19,274;54,4;168
43,259;109,5;159,1
20,31;53,5;162,3
19,741;52,9;163,7
39,249;99,6;159,3
22,319;68,9;175,7
22,128;63,2;169
27,083;74,9;166,3
24,794;68,9;166,7
17,354;54;176,4
18,353;45,7;157,8
16,421;47,4;169,9
22,455;66,2;171,7
30,673;80,1;161,6
22,668;54,6;155,2
22,365;57,9;160,9
21,332;55,5;161,3
19,48;48,2;157,3
25,032;74,4;172,4
24,215;68,1;167,7
18,533;54,7;171,8
28,595;84,4;171,8
27,422;61,7;150
46,647;138;172
20,833;53,4;160,1
23,729;70,2;172
25,862;78,3;174
24,767;73,1;171,8
42,571;115,9;165
24,679;60,6;156,7
34,083;97;168,7
31,988;82,3;160,4
23,466;63,5;164,5
23,225;63;164,7
24,594;72;171,1
21,299;52,3;156,7
23,504;61;161,1
17,385;29,2;129,6
20,928;55,4;162,7
28,554;69,4;155,9
19,384;49,5;159,8
30,969;87,2;167,8
31,086;89,1;169,3
38,511;105,1;165,2
17,579;31,8;134,5
25,761;71,5;166,6
25,905;71,9;166,6
43,487;120,7;166,6
47,244;130,5;166,2
14,802;23,5;126
17,121;35,7;144,4
37,163;102,9;166,4
37,006;91,1;156,9
50,144;148;171,8
20,797;57,1;165,7
29,483;80,656;165,4
34,439;92,965;164,3
29,766;67,6;150,7
28,769;78,8;165,5
25,152;57,5;151,2
31,138;94,6;174,3
22,681;57,7;159,5
23,951;69,3;170,1
18,927;54,7;170
27,473;73,8;163,9
30,824;67,7;148,2
21,327;57,5;164,2
26,641;68,2;160
35,651;89;158
24,203;47,1;139,5
36,727;92,5;158,7
26,52;69,6;162
26,136;68;161,3
32,977;91,2;166,3
20,949;50,2;154,8
26,026;63,5;156,2
25,89;70,4;164,9
23,524;33,2;118,8
21,474;50,4;153,2
15,81;29,2;135,9
29,249;68,2;152,7
33,305;94;168
21,514;53,3;157,4
29,066;84;170
23,642;64,6;165,3
25,729;69,2;164
40,638;105,6;161,2
39,271;103,7;162,5
25,03;63,2;158,9
46,454;105,5;150,7
20,934;63,6;174,3
38,662;103,1;163,3
25,22;72,8;169,9
30,384;77,2;159,4
40,05;95,6;154,5
22,552;56,8;158,7
14,068;24,4;131,7
24,101;43,6;134,5
33,863;89,2;162,3
21,863;62;168,4
28,385;80,4;168,3
26,822;71;162,7
39,899;108,1;164,6
20,774;61,1;171,5
29,408;83,1;168,1
23,906;59;157,1
25,072;71,1;168,4
25,815;65,1;158,8
30,802;93,9;174,6
21,486;62,9;171,1
23,434;65,2;166,8
22,436;61,9;166,1
40,318;109,9;165,1
35,094;93,7;163,4
21,592;55,9;160,9
31,429;83,3;162,8
23,406;46,6;141,1
26,118;67,7;161
20,919;56,4;164,2
30,931;87,3;168
29,976;83,7;167,1
27,637;76,8;166,7
41,599;115,6;166,7
34,75;87,3;158,5
26,952;58,4;147,2
16,844;27,9;128,7
22,946;56,2;156,5
25,97;69;163
23,046;63,2;165,6
21,436;60,5;168
22,734;63,1;166,6
20,898;48,6;152,5
23,214;61,3;162,5
20,173;51;159
25,308;63,1;157,9
46,209;118;159,8
24,136;76,3;177,8
27,409;73,9;164,2
25,996;72,5;167
23,279;57,6;157,3
14,112;25;133,1
22,355;56,8;159,4
22,183;54,4;156,6
44,546;112,9;159,2
19,836;54,2;165,3
21,297;53,3;158,2
22,875;56,6;157,3
25,675;68,3;163,1
20,11;59,7;172,3
18,726;37,6;141,7
21,312;52,8;157,4
17,729;34,6;139,7
31,682;92,1;170,5
35,02;88,2;158,7
39,16;99,5;159,4
30,451;76,5;158,5
21,236;54,5;160,2
14,746;18,3;111,4
23,457;66,6;168,5
28,307;97,3;185,4
21,142;57,7;165,2
15,292;23,4;123,7
21,956;49,4;150
26,951;72,4;163,9
22,994;62,6;165
18,349;40,9;149,3
20,551;54,4;162,7
25,985;58,7;150,3
35,528;93,7;162,4
45,281;113,9;158,6
28,039;71,6;159,8
26,657;69,7;161,7
30,393;78;160,2
42,336;116,1;165,6
28,673;75,9;162,7
30,776;96,2;176,8
33,041;89,3;164,4
24,952;57,8;152,2
25,747;61,3;154,3
24,778;66,4;163,7
24,189;62;160,1
26,344;71,2;164,4
22,917;57,5;158,4
23,936;58,4;156,2
25,581;68,3;163,4
28,883;70,2;155,9
22,987;61,9;164,1
19,247;54;167,5
34,215;87,7;160,1
19,561;32,4;128,7
24,052;60,5;158,6
25,862;54,3;144,9
29,45;90,5;175,3
24,519;60,9;157,6
33,111;89,6;164,5
27,237;78,9;170,2
35,496;93,5;162,3
28,868;86,2;172,8
20,614;40;139,3
24,624;68,1;166,3
31,25;80,3;160,3
21,137;63,7;173,6
21,514;60;167
34,479;86,4;158,3
21,121;52,127;157,1
26,445;73,4;166,6
32,155;84,7;162,3
26,553;68,4;160,5
27,526;76,4;166,6
28,946;77;163,1
20,974;56;163,4
26,388;79,8;173,9
23,95;49,8;144,2
32,687;81,6;158
28,423;80,7;168,5
28,274;72,2;159,8
25,039;63,3;159
40,131;104,8;161,6
24,322;66,7;165,6
19,401;52,5;164,5
31,501;86,7;165,9
23,903;62,5;161,7
25,146;66,4;162,5
25,332;65,5;160,8
33,233;100,5;173,9
37,206;102,4;165,9
35,546;88,4;157,7
22,467;56,3;158,3
43,311;117,2;164,5
31,397;88,3;167,7
26,584;72,2;164,8
23,441;61,9;162,5
22,789;68,6;173,5
23,451;64;165,2
25,607;64,9;159,2
22,159;59,6;164
62,928;150,6;154,7
33,209;89,1;163,8
29,086;81,8;167,7
23,677;70,7;172,8
23,458;65,5;167,1
29,179;69,2;154
23,1;64,5;167,1
34,417;86,9;158,9
26,093;76,3;171
25,688;70,7;165,9
28,587;83,2;170,6
28,685;78;164,9
26,943;72,2;163,7
31,663;83,2;162,1
26,635;74,194;166,9
22,195;66,119;172,6
20,329;54,478;163,7
20,224;63,001;176,5
28,226;73,529;161,4
22,792;55,681;156,3
28,605;89,819;177,2
40,619;93,6;151,8
19,759;55,9;168,2
22,119;64;170,1
25,783;78,6;174,6
21,138;55,2;161,6
31,355;83;162,7
30,278;71,9;154,1
18,69;52,5;167,6
32,33;100,6;176,4
32,947;93,1;168,1
25,357;78,1;175,5
25,474;69,1;164,7
50,99;132,5;161,2
20,094;50,1;157,9
24,196;63,5;162
45,852;119;161,1
31,776;86,3;164,8
41,454;109,6;162,6
32,123;84,2;161,9
24,371;67,4;166,3
19,682;53;164,1
49,128;138;167,6
40,028;116,5;170,6
21,748;61,6;168,3
31,481;85,5;164,8
21,232;61;169,5
28,552;72;158,8
24,778;62,8;159,2
23,568;69,4;171,6
22,16;56,8;160,1
34,237;91,3;163,3
32,742;80,5;156,8
21,446;56,7;162,6
45,38;116,9;160,5
38,684;92,1;154,3
20,781;53,2;160
26,629;69,8;161,9
24,863;80,2;179,6
28,646;73,7;160,4
23,495;63,5;164,4
33,044;82,7;158,2
22,404;64,9;170,2
28,248;74,5;162,4
22,125;60,6;165,5
28,288;77,2;165,2
24,819;69,8;167,7
22,948;64;167
31,207;78,3;158,4
29,793;75,7;159,4
18,876;49,6;162,1
21,382;56,6;162,7
20,151;54;163,7
23,013;59,8;161,2
35,002;94,6;164,4
46,723;131,4;167,7
27,814;74,9;164,1
25,322;60,6;154,7
20,515;51,8;158,9
38,546;98,8;160,1
25,848;74;169,2
27,143;80,3;172
31,17;86,1;166,2
21,689;60,2;166,6
26,307;71,015;164,3
33,417;83,211;157,8
19,589;61,094;176,6
21,858;65,949;173,7
29,681;81,1;165,3
22,152;69,4;177
26,589;73,8;166,6
21,115;56,1;163
39,232;119,6;174,6
25,323;73,7;170,6
26,846;69,5;160,9
41,606;99,7;154,8
24,878;69,3;166,9
35,446;106,7;173,5
20,146;59,6;172
27,571;79,4;169,7
32,285;86,2;163,4
23,128;63,5;165,7
24,417;70,4;169,8
22,824;55,9;156,5
28,77;81,2;168
31,628;75,4;154,4
27,173;55,1;142,4
25,777;66,9;161,1
20,621;55,8;164,5
41,086;100,5;156,4
25,783;66,5;160,6
39,932;111,9;167,4
29,35;75,7;160,6
24,976;64,9;161,2
26,714;72,2;164,4
23,976;64,8;164,4
41,057;105,5;160,3
40,712;108,7;163,4
47,226;121,2;160,2
23,172;65,4;168
20,872;53,3;159,8
34,319;100;170,7
29,444;83,4;168,3
33,99;93,1;165,5
22,083;62,4;168,1
26,037;74,1;168,7
27,311;64,1;153,2
24,096;65,6;165
34,354;98,7;169,5
34,04;92,9;165,2
35,515;104,7;171,7
26,972;70;161,1
21,363;55,1;160,6
43,456;104;154,7
24,124;67,2;166,9
29,705;73,5;157,3
37,036;98,4;163
36,804;100,2;165
25,753;59,5;152
32,695;85,7;161,9
20,873;62,4;172,9
26,143;70,4;164,1
29,511;70,9;155
41,044;113,1;166
20,782;56,1;164,3
25,116;67,8;164,3
31,645;78,5;157,5
36,014;95,1;162,5
34,467;91,8;163,2
31,886;86,6;164,8
23,084;58,8;159,6
42,64;124,1;170,6
27,117;58,2;146,5
28,425;77,2;164,8
21,867;59,1;164,4
35,546;85,4;155
35,585;82;151,8
16,058;40,8;159,4
34,355;94,1;165,5
22,73;58,7;160,7
28,864;88,7;175,3
37,902;94,5;157,9
49,874;129,6;161,2
33,124;90,4;165,2
24,214;71,8;172,2
15,84;27,1;130,8
24,686;72,1;170,9
25,675;74,2;170
27,629;70,2;159,4
34,146;88,4;160,9
31,523;87,6;166,7
17,621;52,8;173,1
29,085;71,6;156,9
25,037;61,4;156,6
20,292;50,4;157,6
33,871;85,2;158,6
36,355;100,3;166,1
15,407;42,2;165,5
31,117;57,3;135,7
27,605;71,2;160,6
14,959;19;112,7
18,502;31,8;131,1
18,637;37;140,9
22,685;53,8;154
16,359;32,8;141,6
41,791;112,4;164
29,314;80;165,2
25,583;62,1;155,8
30,3;80,9;163,4
20,744;42,3;142,8
29,451;73,8;158,3
26,649;72,2;164,6
22,342;58,2;161,4
29,551;84,8;169,4
18,773;50,8;164,5
22,471;58,9;161,9
30,218;71,2;153,5
25,652;60,6;153,7
21,886;35,3;127
21,964;54,9;158,1
30,374;76,5;158,7
19,583;47,291;155,4
28,357;80,8;168,8
27,03;76,2;167,9
14,432;18,2;112,3
16,578;37,6;150,6
22,446;62;166,2
22,563;61,8;165,5
39,041;98,7;159
29,262;76,7;161,9
24,093;68;168
23,462;58,2;157,5
39,008;102,5;162,1
22,685;66,1;170,7
27,283;64,2;153,4
27,761;67,3;155,7
36,645;101,1;166,1
22,854;62,9;165,9
53,275;151,8;168,8
36,418;90,8;157,9
27,38;81;172
23,731;60,6;159,8
30,068;92,4;175,3
26,714;71,5;163,6
29,019;77,1;163
20,382;48,4;154,1
34,113;85,7;158,5
37,808;90,6;154,8
27,342;72,2;162,5
24,014;61,4;159,9
27,234;67,3;157,2
24,18;61,9;160
37,92;92,4;156,1
45,975;115,5;158,5
25,515;65,4;160,1
45,392;112,6;157,5
31,86;73,9;152,3
24,941;52,8;145,5
26,965;64,2;154,3
25,394;67,8;163,4
28,043;72,6;160,9
22,569;58,5;161
27,001;77,3;169,2
20,962;52;157,5
38,808;99,1;159,8
31,96;86,8;164,8
23,136;59,6;160,5
23,504;61;161,1
26,039;58,9;150,4
32,299;83,1;160,4
24,155;80,1;182,1
24,089;68,8;169
33,547;91;164,7
33,335;84,7;159,4
34,626;72;144,2
45,445;136,8;173,5
30,919;88,1;168,8
24,969;64,4;160,6
27,618;78,6;168,7
39,752;105,1;162,6
25,901;71,2;165,8
38,661;111,6;169,9
26,994;67,9;158,6
44,021;113,4;160,5
24,37;63,8;161,8
27,68;63,7;151,7
25,551;71,6;167,4
28,261;77,5;165,6
27,625;67,4;156,2
27,049;56,4;144,4
20,769;49;153,6
26,084;60,9;152,8
20,164;54,3;164,1
30,652;96,9;177,8
39,97;96,4;155,3
27,661;65,6;154
21,944;56,6;160,6
28,542;79,6;167
27,196;72,7;163,5
25,189;63,2;158,4
22,401;49,8;149,1
35,092;96,7;166
25,895;73;167,9
26,47;64,5;156,1
31,03;76;156,5
30,826;80,6;161,7
30,714;73,6;154,8
29,294;81,6;166,9
17,953;47;161,8
22,236;50,7;151
22,489;61,3;165,1
25,953;75,8;170,9
31,526;94,9;173,5
27,257;67,7;157,6
31,666;93,9;172,2
26,874;72,9;164,7
23,771;55,5;152,8
30,83;75,8;156,8
40,992;126,4;175,6
30,295;67,8;149,6
26,906;71,4;162,9
27,723;67,9;156,5
29,447;76,9;161,6
42,528;112,3;162,5
24,773;58,6;153,8
25,056;58,5;152,8
36,594;91,7;158,3
27,515;86,3;177,1
31,998;88,6;166,4
24,69;65,6;163
23,324;66,3;168,6
22,29;61,2;165,7
22,936;59,6;161,2
20,239;55,1;165
19,573;56,7;170,2
19,183;53,5;167
34,065;88,3;161
21,431;50,3;153,2
26,701;69,9;161,8
22,591;57,4;159,4
26,341;74,7;168,4
43,046;113,249;162,2
28;69,9;158
32,783;87,1;163
35,939;84,9;153,7
22,056;58,6;163
23,516;75,6;179,3
30,012;82,8;166,1
29,674;80,2;164,4
25,627;64,3;158,4
24,022;73,4;174,8
19,873;49,8;158,3
27,603;57;143,7
29,63;73,5;157,5
28,248;57,2;142,3
26,325;69,6;162,6
15,269;24,9;127,7
35,29;94,8;163,9
18,652;34,6;136,2
19,829;44,2;149,3
19,757;48,7;157
45,453;113,9;158,3
18,449;41,4;149,8
18,419;45,4;157
24,311;67,8;167
18,108;38,6;146
35,621;88,7;157,8
13,743;19,2;118,2
23,222;59,3;159,8
40,543;114,7;168,2
17,8;40,8;151,4
30,302;81,8;164,3
16,616;26,8;127
24,375;66,2;164,8
17,503;45,2;160,7
31,602;80,9;160
27,515;70;159,5
19,566;47,8;156,3
19,965;50,6;159,2
26,537;69,3;161,6
30,003;77;160,2
31,925;86,6;164,7
27,784;76,1;165,5
28,637;66,6;152,5
26,857;66,2;157
46,392;112,9;156
29,42;70,5;154,8
17,267;25,7;122
23,496;59,7;159,4
31,746;87,9;166,4
26,285;65,7;158,1
21,718;48,8;149,9
24,524;69,3;168,1
23,746;63,4;163,4
27,462;75,4;165,7
28,402;75;162,5
35,82;105,6;171,7
22,717;55;155,6
30,854;84;165
36,961;114,1;175,7
38,334;102,1;163,2
25,764;75,6;171,3
28,712;77,6;164,4
20,097;51;159,3
34,301;90,8;162,7
21,336;55,1;160,7
19,767;57,8;171
31,435;82,6;162,1
37,131;93,4;158,6
26,548;68,9;161,1
27,153;76;167,3
36,85;94,1;159,8
41,408;106,8;160,6
21,948;60,7;166,3
30,376;83;165,3
38,531;112,8;171,1
38,454;103,3;163,9
60,471;152,3;158,7
27,112;63,3;152,8
23,51;63,31;164,1
25,08;59,712;154,3
19,52;54,7;167,4
24,292;70,7;170,6
27,068;65,2;155,2
38,675;102;162,4
23,642;52,7;149,3
26,982;76,7;168,6
32,19;92,7;169,7
28,715;79,7;166,6
32,87;92;167,3
31,327;80,8;160,6
20,391;58,1;168,8
37,267;100,6;164,3
27,326;66,5;156
33,664;85;158,9
33,365;81,3;156,1
26,63;71,8;164,2
24,398;65,3;163,6
29,743;68,9;152,2
20,065;43,3;146,9
34,839;89,3;160,1
33,197;88,2;163
25,086;63,9;159,6
32,877;79,6;155,6
19,953;51,4;160,5
29,3;76,8;161,9
31,966;76,6;154,8
24,722;64,8;161,9
26,198;66,9;159,8
34,178;76,9;150
25,429;62,6;156,9
35,588;84,4;154
18,587;42,1;150,5
25,244;62,7;157,6
35,792;93,7;161,8
26,672;62,6;153,2
24,036;59,7;157,6
44,239;109,6;157,4
24,348;63,9;162
25,196;60,3;154,7
20,5;53,6;161,7
36,64;104,4;168,8
30,748;100,4;180,7
24,01;62,7;161,6
30,449;80,9;163
25,188;62,8;157,9
26,169;61,5;153,3
24,645;74,7;174,1
33,58;94,1;167,4
44,977;117,6;161,7
23,774;62,7;162,4
22,847;61;163,4
32,134;77,9;155,7
27,254;72,5;163,1
22,49;61,6;165,5
24,324;69,8;169,4
21,63;50,7;153,1
32,991;89,6;164,8
23,504;58,6;157,9
24,389;71,9;171,7
37,318;98,3;162,3
32,338;83,2;160,4
23,203;63,4;165,3
18,629;49,8;163,5
21,685;52,3;155,3
20,577;49,5;155,1
40,505;102,4;159
27,763;79,2;168,9
;51,8;
27,044;67;157,4
20,755;53,2;160,1
26,444;66,6;158,7
27,548;75;165
28,022;69,6;157,6
16,694;44,9;164
17,432;49,2;168
22,354;55,1;157
19,863;52;161,8
37,143;93,9;159
26,141;80,7;175,7
33,227;78,7;153,9
25,957;67,2;160,9
29,543;93,5;177,9
31,626;83;162
42,258;109,4;160,9
36,296;100,5;166,4
35,562;81,3;151,2
24,272;69,9;169,7
25,786;70,8;165,7
29,409;70,2;154,5
29,215;76,2;161,5
28,553;70,2;156,8
22,752;65,6;169,8
38,982;101,8;161,6
24,589;69,4;168
21,589;56,1;161,2
32,264;88,8;165,9
26,703;67;158,4
23,222;64,3;166,4
26,566;67,5;159,4
22,81;56,8;157,8
19,357;52,7;165
26,496;61,7;152,6
41,974;108,8;161
20,977;53,3;159,4
23,655;64,4;165
29,436;65;148,6
44,037;116;162,3
20,857;64,9;176,4
28,619;83,1;170,4
26,498;68,6;160,9
26,684;78,3;171,3
18,801;53;167,9
21,282;57,1;163,8
43,549;116,7;163,7
23,298;58,9;159
27,301;68,5;158,4
57,449;136,6;154,2
37,811;101,2;163,6
40,434;103,9;160,3
18,71;47,3;159
19,613;54,7;167
16,942;43,1;159,5
25,692;72,6;168,1
31,237;86,7;166,6
23,654;59,5;158,6
38,507;98,7;160,1
23,608;61,5;161,4
41,777;109,1;161,6
32,585;85,2;161,7
32,832;90,8;166,3
24,145;67,5;167,2
24,24;64,8;163,5
27,705;72,8;162,1
23,025;56,9;157,2
25,79;67,6;161,9
29,492;77,4;162
22,833;54,01;153,8
24,917;68;165,2
22,672;61,5;164,7
39,461;101,4;160,3
23,055;57,7;158,2
30,585;78,2;159,9
38,867;103,9;163,5
31,416;84,6;164,1
23,13;63,2;165,3
21,724;61,9;168,8
24,443;69,4;168,5
26,972;64,8;155
21,862;58,3;163,3
26,914;72,3;163,9
21,092;51;155,5
